ImageNumber,ObjectNumber,Metadata_C,Metadata_ChannelName,Metadata_ColorFormat,Metadata_Concentration,Metadata_Concentration,Metadata_Experiment_Number,Metadata_FileLocation,Metadata_Frame,Metadata_LPS,Metadata_Plate,Metadata_Series,Metadata_Site,Metadata_SizeC,Metadata_SizeT,Metadata_SizeX,Metadata_SizeY,Metadata_SizeZ,Metadata_T,Metadata_Well,Metadata_Z,Intensity_IntegratedIntensity_GFP,Intensity_IntegratedIntensity_GFP_aftermath,Intensity_MeanIntensity_GFP,Intensity_MeanIntensity_GFP_aftermath,Intensity_MedianIntensity_GFP,Intensity_MedianIntensity_GFP_aftermath
8,8,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,178.3529427293688,160.09150519780815,0.2243433241878853,0.2013729625129662,0.019607843831181526,0.0
8,9,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,18.203922008164227,8.379085261374712,0.024733589685005743,0.011384626713824337,0.0,0.0
8,10,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,8.047059129923582,0.22657953016459942,0.004933819209027334,0.00013892061935291198,0.0,0.0
8,11,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,2.003921658731997,0.0,0.002822424871453517,0.0,0.0,0.0
8,12,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,163.4313766080886,77.8039238806814,0.015811859191959036,0.007527469415700599,0.0,0.0
8,13,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,20.02745155338198,13.32897674292326,0.01942526823800386,0.01292820246646291,0.0,0.0
8,14,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,20.11372610833496,5.455338105559349,0.017926672110815473,0.00486215517429532,0.007843137718737125,0.0
8,15,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,14.874510345980525,1.7516341786831617,0.007874277578602713,0.0009272811957031031,0.0,0.0
8,16,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,9.819608141668141,4.625272575765848,0.01406820650668788,0.0066264650082605275,0.0,0.0
8,17,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,20.058824232779443,1.5446624122560024,0.007685373269264155,0.0005918246790252883,0.0,0.0
8,18,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,238.3490243833512,201.83878661505878,0.09545415473902731,0.08083251366241842,0.007843137718737125,0.0
8,19,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,6.9411767311394215,0.0,0.005947880660787851,0.0,0.0,0.0
8,20,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,20.380392746068537,11.200436366721988,0.04806696402374655,0.02641612350641978,0.007843137718737125,0.0
8,21,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,5.650980597361922,0.433551212772727,0.005886438122252003,0.0004516158466382573,0.0,0.0
8,22,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,5.517647209577262,2.7342048846185207,0.01041065511240993,0.005158877140789662,0.0,0.0
8,23,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,30.149020422250032,11.651416417211294,0.008964918353330369,0.0034645900735091567,0.0,0.0
8,24,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,32.38431441411376,19.65359541401267,0.040889285876406264,0.02481514572476347,0.0,0.0
8,25,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,18.78823600895703,3.0152507945895195,0.004895319439540653,0.0007856307437700676,0.0,0.0
8,26,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,4.7372550731524825,0.48148151114583015,0.005470271447058294,0.0005559832692215128,0.0,0.0
8,27,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,11.63529447093606,0.3028322719037533,0.01285667897341001,0.00033462129492127437,0.0,0.0
8,28,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,118.54117953870445,50.17429427988827,0.02543802136023701,0.010767015939890188,0.007843137718737125,0.0
8,29,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,2.870588332414627,0.5098039284348488,0.00669134809420659,0.001188354145535778,0.0,0.0
8,30,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,5.619608041830361,1.0501090288162231,0.007050951118984142,0.0013175772005222374,0.0,0.0
8,31,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,16.91764745954424,10.546841356903315,0.01762254943702525,0.01098629308010762,0.0,0.0
8,32,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,45.945099433884025,15.56209222227335,0.010296974324043933,0.003487694357300168,0.0,0.0
8,33,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,55.43137336522341,39.72984826937318,0.06118253130819361,0.04385192965714479,0.007843137718737125,0.0
8,34,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,3.0039216820150614,0.0,0.004236842992969057,0.0,0.0,0.0
8,35,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,17.380392637103796,6.298475239425898,0.025710639995715674,0.009317271064239494,0.007843137718737125,0.0
8,36,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,33.4549027485773,19.06971758417785,0.031120839766118416,0.017739272171328233,0.007843137718737125,0.0
8,37,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,8.521568931639194,1.12418307736516,0.005124214631172096,0.0006759970399068912,0.0,0.0
8,38,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,1.7058824207633734,0.0,0.0043517408692943195,0.0,0.0,0.0
8,39,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,6.886274735443294,0.4444444477558136,0.009644642486615257,0.0006224712153442768,0.0,0.0
8,40,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,67.47843264602125,49.97603664174676,0.06551304140390413,0.04852042392402598,0.007843137718737125,0.0
8,41,nan,nan,nan,100ugmL,100ugmL,1,nan,0,FV3SiR_wi,nan,0,nan,1,1,nan,nan,1,nan,1,nan,4.117647215723991,0.4531590919941664,0.004529864923788769,0.0004985248536789509,0.0,0.0
